,insee,nom,bureau,bv_reconciliation
47688,10270,Onjon,,1
47689,10079,Channes,,1
47690,10419,Villemoyenne,,1
47691,10158,Fouchères,,1
47724,10432,Villiers-sous-Praslin,,1
48209,10047,Blignicourt,,1
48754,10412,Villechétif,,1
48763,10239,Mesnil-Sellières,,1
48766,10014,Assencières,,1
48809,10149,Feuges,,1
48882,10269,Nozay,,1
48893,10379,Torcy-le-Grand,,1
48907,10332,Ruvigny,,1
48908,10363,Saint-Thibault,,1
48965,10400,Vaupoisson,,1
48966,10354,Saint-Nabord-sur-Aube,,1
48967,10095,Le Chêne,,1
48968,10084,Charmont-sous-Barbuise,,1
48969,10210,Luyères,,1
48970,10115,Creney-près-Troyes,,1
48972,10375,Thennelières,,1
48973,10053,Bouranton,,1
48974,10380,Torcy-le-Petit,,1
48978,10361,Saint-Remy-sous-Barbuise,,1
48981,10431,Villiers-le-Bois,,1
48983,10302,Praslin,,1
48985,10188,Lantages,,1
48987,10028,Balnot-la-Grange,,1
48996,10399,Vaudes,,1
48999,10246,Montceaux-lès-Vaudes,,1
49000,10100,Clérey,,1
49001,10245,Montaulin,,1
49002,10329,Rouilly-Saint-Loup,,1
49003,10331,Rumilly-lès-Vaudes,,1
49004,10143,Étourvy,,1
49009,10442,Voué,,1
49010,10256,Montsuzain,,1
49012,10202,Les Loges-Margueron,,1
49013,10098,Chesley,,1
49015,10080,Chaource,,1
49037,10218,Maisons-lès-Chaource,,1
49038,10104,Cormost,,1
49040,10278,Pargues,,1
49042,10334,Saint-Aubin,,1
49043,10272,Ormes,,1
49044,10191,Lavau,,1
49045,10146,Fay-lès-Marcilly,,1
49046,10421,La Villeneuve-au-Châtelot,,1
49047,10015,Aubeterre,,1
49048,10299,Pouan-les-Vallées,,1
49050,10338,Saint-Étienne-sous-Barbuise,,1
49082,10020,Avant-lès-Marcilly,,1
49084,10370,Soligny-les-Étangs,,1
49086,10347,Saint-Loup-de-Buffigny,,1
49087,10085,Charmoy,,1
49088,10367,La Saulsotte,,1
49089,10225,Marnay-sur-Seine,,1
49090,10031,Barbuise,,1
49091,10291,Plessis-Barbuise,,1
49092,10284,Périgny-la-Rose,,1
49097,10298,Pont-sur-Seine,,1
49098,10383,Trancault,,1
49100,10057,Bouy-sur-Orvin,,1
49101,10153,Fontaine-Mâcon,,1
49145,10254,Montpothier,,1
49152,10444,Vulaines,,1
49202,10038,Bercenay-le-Hayer,,1
49204,10301,Pouy-sur-Vannes,,1
49251,10054,Bourdenay,,1
49254,10319,Rigny-le-Ferron,,1
49255,10223,Marcilly-le-Hayer,,1
49287,10366,Saulcy,,1
49311,10429,Villette-sur-Aube,,1
49313,10391,Vailly,,1
49317,10185,Lagesse,,1
49318,10440,Voigny,,1
49319,10402,La Vendue-Mignot,,1
49320,10173,Isle-Aumont,,1
49322,10049,Les Bordes-Aumont,,1
49342,10161,Fresnay,,1
49370,10137,Engente,,1
49393,10170,Gyé-sur-Seine,,1
49394,10313,Radonvilliers,,1
49395,10005,Amance,,1
49410,10027,Balignicourt,,1
49411,10262,Neuville-sur-Seine,,1
49412,10433,Villy-en-Trodes,,1
49424,10011,Arrentières,,1
49438,10219,Maisons-lès-Soulaines,,1
49485,10179,Jeugny,,1
49488,10435,Villy-le-Maréchal,,1
49489,10434,Villy-le-Bois,,1
49493,10241,Metz-Robert,,1
49494,10120,Cussangy,,1
49495,10229,Maupas,,1
49496,10260,Moussey,,1
49501,10344,Saint-Léger-près-Troyes,,1
49502,10416,Villemereuil,,1
49503,10087,Chaserey,,1
49550,10197,Lignol-le-Château,,1
49551,10035,Bayel,,1
49602,10204,Longeville-sur-Mogne,,1
49605,10309,Prusy,,1
49606,10394,Vallières,,1
49623,10198,Lirey,,1
49625,10168,Les Granges,,1
49627,10377,Thil,,1
49679,10388,Turgy,,1
49680,10013,Assenay,,1
49681,10324,Roncenay,,1
49682,10342,Saint-Jean-de-Bonneval,,1
49743,10189,Lassicourt,,1
49745,10123,Dienville,,1
49753,10121,Dampierre,,1
49754,10296,Polisy,,1
49757,10075,Champfleury,,1
49760,10182,Juvancourt,,1
49765,10378,Thors,,1
49768,10287,Piney,,1
49769,10019,Val-d'Auzon,,1
49886,10105,Courcelles-sur-Voire,,1
49895,10279,Pars-lès-Chavanges,,1
49899,10346,Saint-Léger-sous-Margerie,,1
49908,10317,Les Riceys,,1
49911,10032,Baroville,,1
49963,10330,Rouvres-les-Vignes,,1
49974,10103,Colombé-le-Sec,,1
49979,10102,Colombé-la-Fosse,,1
50015,10203,Longchamp-sur-Aujon,,1
50409,10039,Bergères,,1
50414,10403,Vernonvilliers,,1
50423,10372,Soulaines-Dhuys,,1
50424,10411,La Ville-aux-Bois,,1
50425,10163,Fuligny,,1
50426,10002,Ailleville,,1
50427,10428,Ville-sur-Terre,,1
50428,10072,La Chaise,,1
50429,10139,Épothémont,,1
50430,10194,Lévigny,,1
50431,10076,Champignol-lez-Mondeville,,1
50432,10007,Arconville,,1
50433,10150,Fontaine,,1
50434,10250,Montier-en-l'Isle,,1
50501,10160,Fravaux,,1
50502,10026,Bailly-le-Franc,,1
50504,10176,Jaucourt,,1
50506,10012,Arsonval,,1
50527,10390,Urville,,1
50528,10113,Couvignon,,1
50529,10306,Proverville,,1
50538,10094,Chavanges,,1
50553,10071,Chacenay,,1
50554,10337,Saint-Christophe-Dodinicourt,,1
50555,10187,Landreville,,1
50556,10439,Viviers-sur-Artaut,,1
50557,10445,Yèvres-le-Petit,,1
50558,10041,Bertignolles,,1
50559,10097,Chervey,,1
50560,10141,Essoyes,,1
50561,10199,Loches-sur-Ource,,1
50563,10389,Unienville,,1
50565,10228,Mathaux,,1
50566,10326,Rosnay-l'Hôpital,,1
50569,10397,Vauchonvilliers,,1
50571,10215,Magny-Fouchard,,1
50573,10345,Saint-Léger-sous-Brienne,,1
50574,10045,Beurey,,1
50575,10205,Longpré-le-Sec,,1
50576,10261,Mussy-sur-Seine,,1
50577,10288,Plaines-Saint-Lange,,1
50578,10138,Épagne,,1
50579,10111,Courteron,,1
50580,10069,Buxières-sur-Arce,,1
50581,10063,Brienne-la-Vieille,,1
50583,10046,Blaincourt-sur-Aube,,1
50584,10044,Bétignicourt,,1
50585,10304,Précy-Saint-Martin,,1
50611,10043,Bessy,,1
50612,10166,Les Grandes-Chapelles,,1
50613,10201,La Loge-Pomblin,,1
50614,10030,Barberey-Saint-Sulpice,,1
50618,10336,Saint-Benoît-sur-Seine,,1
50620,10230,Mergey,,1
50622,10082,Chapelle-Vallon,,1
50624,10305,Prémierfait,,1
50665,10175,Jasseines,,1
50674,10128,Donnement,,1
50675,10376,Thieffrain,,1
50685,10303,Précy-Notre-Dame,,1
50714,10360,Saint-Pouange,,1
50715,10212,Machy,,1
50716,10112,Coussegrey,,1
50717,10395,Vanlay,,1
50722,10183,Juvanzé,,1
50728,10258,Morvilliers,,1
50729,10093,Chaumesnil,,1
50730,10117,Crespy-le-Neuf,,1
50731,10184,Juzanvigny,,1
50732,10221,Maizières-lès-Brienne,,1
50733,10048,Bligny,,1
50734,10242,Meurville,,1
50735,10286,Petit-Mesnil,,1
50736,10135,Éclance,,1
50737,10384,Trannes,,1
50739,10404,Verpillières-sur-Ource,,1
50740,10327,La Rothière,,1
50742,10374,Spoy,,1
50743,10393,Vallentigny,,1
50745,10050,Bossancourt,,1
50746,10126,Dolancourt,,1
50747,10008,Argançon,,1
50749,10171,Hampigny,,1
50750,10192,Lentilles,,1
50751,10180,Joncreuil,,1
50752,10010,Arrembécourt,,1
50770,10155,Fontette,,1
50772,10438,Vitry-le-Croisé,,1
50789,10059,Braux,,1
50790,10427,Ville-sur-Arce,,1
50791,10232,Merrey-sur-Arce,,1
50792,10070,Celles-sur-Ource,,1
50793,10214,Magnicourt,,1
50794,10055,Bourguignons,,1
50795,10243,Molins-sur-Aube,,1
50815,10073,Chalette-sur-Voire,,1
50818,10193,Lesmont,,1
50840,10106,Courceroy,,1
50844,10315,Rances,,1
50981,10425,Villery,,1
50983,10177,Javernant,,1
50984,10147,Fays-la-Chapelle,,1
50985,10116,Crésantignes,,1
50986,10024,Avreuil,,1
50987,10283,Pel-et-Der,,1
50990,10068,Buxeuil,,1
50991,10078,Champ-sur-Barse,,1
50993,10200,La Loge-aux-Chèvres,,1
50994,10061,Brévonnes,,1
50995,10423,La Villeneuve-au-Chêne,,1
50996,10159,Fralignes,,1
50997,10017,Aulnay,,1
50998,10213,Magnant,,1
51068,10308,Prunay-Belleville,,1
51082,10220,Maizières-la-Grande-Paroisse,,1
51105,10409,Villacerf,,1
51107,10359,Saint-Phal,,1
51109,10264,Noé-les-Mallets,,1
51112,10424,Villeret,,1
51113,10253,Montmorency-Beaufort,,1
51114,10252,Montmartin-le-Haut,,1
51115,10217,Maison-des-Champs,,1
51116,10285,Perthes-lès-Brienne,,1
51118,10178,Jessains,,1
51120,10136,Éguilly-sous-Bois,,1
51144,10274,Orvilliers-Saint-Julien,,1
51156,10316,Rhèges,,1
51163,10186,Laines-aux-Bois,,1
51164,10051,Bouilly,,1
51166,10371,Sommeval,,1
51168,10373,Souligny,,1
51169,10099,Chessy-les-Prés,,1
51171,10251,Montigny-les-Monts,,1
51173,10074,Chamoy,,1
51175,10196,Lignières,,1
51177,10122,Davrey,,1
51178,10040,Bernon,,1
51186,10320,Rilly-Sainte-Syre,,1
51187,10131,Droupt-Saint-Basle,,1
51188,10086,Charny-le-Bachot,,1
51189,10248,Montgueux,,1
51190,10381,Torvilliers,,1
51191,10282,Payns,,1
51192,10090,Chauchigny,,1
51193,10368,Savières,,1
51194,10132,Droupt-Sainte-Marie,,1
51270,10208,La Louptière-Thénard,,1
51283,10422,Villeneuve-au-Chemin,,1
51288,10107,Coursan-en-Othe,,1
51289,10441,Vosnon,,1
51328,10266,Nogent-en-Othe,,1
51329,10364,Saint-Usage,,1
51331,10119,Cunfin,,1
51332,10154,Fontenay-de-Bossery,,1
51333,10355,Saint-Nicolas-la-Chapelle,,1
51334,10231,Le Mériot,,1
51335,10169,Gumery,,1
51336,10259,La Motte-Tilly,,1
51337,10275,Ossey-les-Trois-Maisons,,1
51338,10382,Traînel,,1
51339,10280,Pars-lès-Romilly,,1
51345,10145,Faux-Villecerf,,1
51347,10224,Marigny-le-Châtel,,1
51361,10417,Villemoiron-en-Othe,,1
51362,10350,Saint-Mards-en-Othe,,1
51418,10276,Paisy-Cosdon,,1
51443,10348,Saint-Lupien,,1
51463,10351,Saint-Martin-de-Bossenay,,1
51464,10290,Planty,,1
51466,10335,Saint-Benoist-sur-Vanne,,1
51474,10042,Bérulle,,1
51477,10410,Villadin,,1
51479,10164,Gélannes,,1
51967,10365,Salon,,1
52032,10289,Plancy-l'Abbaye,,1
2429,11012,Argeliers,11012_1,1
2430,11012,Argeliers,11012_2,2
2436,11024,Bages,11024_1,1
2437,11049,Bram,11049_1,1
2438,11069,Carcassonne,11069_1,1
2439,11069,Carcassonne,11069_10,10
2440,11069,Carcassonne,11069_12,12
2443,11069,Carcassonne,11069_2,2
2444,11069,Carcassonne,11069_20,20
2445,11069,Carcassonne,11069_22,22
2446,11069,Carcassonne,11069_23,23
2450,11069,Carcassonne,11069_13,13
2451,11069,Carcassonne,11069_14,14
2452,11069,Carcassonne,11069_15,15
2453,11069,Carcassonne,11069_16,16
2454,11069,Carcassonne,11069_17,17
2457,11069,Carcassonne,11069_25,25
2458,11069,Carcassonne,11069_26,26
2459,11069,Carcassonne,11069_27,27
2460,11069,Carcassonne,11069_28,28
2461,11069,Carcassonne,11069_29,29
2462,11116,Cuxac-d'Aude,11116_1,1
2463,11116,Cuxac-d'Aude,11116_2,2
2464,11069,Carcassonne,11069_18,18
2465,11069,Carcassonne,11069_19,19
2466,11069,Carcassonne,11069_4,4
2467,11069,Carcassonne,11069_5,5
2468,11069,Carcassonne,11069_6,6
2469,11069,Carcassonne,11069_7,7
2470,11069,Carcassonne,11069_3,3
2471,11069,Carcassonne,11069_31,31
2472,11069,Carcassonne,11069_32,32
2473,11069,Carcassonne,11069_33,33
2474,11069,Carcassonne,11069_34,34
2475,11116,Cuxac-d'Aude,11116_3,3
2476,11116,Cuxac-d'Aude,11116_4,4
2477,11122,Douzens,11122_01 - 1,
2478,11122,Douzens,11122_01 - 2,
2479,11129,Espéraza,11129_1,1
2480,11069,Carcassonne,11069_35,35
2481,11069,Carcassonne,11069_37,
2482,11170,Gruissan,11170_1,1
2483,11170,Gruissan,11170_5,5
2484,11131,Val-du-Faby,11131_2,2
2485,11132,Fabrezan,11132_1,1
2486,11069,Carcassonne,11069_8,8
2487,11069,Carcassonne,11069_9,9
2488,11076,Castelnaudary,11076_1,1
2489,11076,Castelnaudary,11076_2,2
2490,11132,Fabrezan,11132_2,2
2491,11145,Fleury,11145_1,1
2492,11188,La Palme,11188_1,1
2493,11202,Leucate,11202_1,1
2494,11202,Leucate,11202_2,2
2495,11145,Fleury,11145_2,2
2496,11202,Leucate,11202_4,4
2497,11202,Leucate,11202_6,6
2498,11203,Lézignan-Corbières,11203_1,1
2499,11203,Lézignan-Corbières,11203_2,2
2500,11145,Fleury,11145_3,3
2501,11145,Fleury,11145_4,4
2502,11076,Castelnaudary,11076_3,3
2503,11076,Castelnaudary,11076_4,4
2504,11076,Castelnaudary,11076_5,5
2505,11076,Castelnaudary,11076_6,6
2506,11145,Fleury,11145_5,5
2507,11145,Fleury,11145_6,6
2508,11164,Ginestas,11164_1,1
2509,11164,Ginestas,11164_2,2
2510,11203,Lézignan-Corbières,11203_3,3
2511,11203,Lézignan-Corbières,11203_4,4
2512,11203,Lézignan-Corbières,11203_5,5
2513,11251,Val-de-Dagne,11251_2,2
2514,11254,Montréal,11254_1,1
2515,11254,Montréal,11254_2,2
2516,11203,Lézignan-Corbières,11203_6,6
2517,11203,Lézignan-Corbières,11203_7,7
2518,11206,Limoux,11206_1,1
2519,11206,Limoux,11206_2,2
2520,11206,Limoux,11206_3,3
2521,11206,Limoux,11206_4,4
2522,11206,Limoux,11206_5,5
2523,11206,Limoux,11206_6,6
2524,11251,Val-de-Dagne,11251_1,1
2525,11262,Narbonne,11262_27,27
2526,11076,Castelnaudary,11076_7,7
2527,11080,Val de Lambronne,11080_1,1
2528,11080,Val de Lambronne,11080_2,2
2529,11081,Caunes-Minervois,11081_1,1
2530,11081,Caunes-Minervois,11081_2,2
2531,11099,Conques-sur-Orbiel,11099_1,1
2532,11099,Conques-sur-Orbiel,11099_2,2
2533,11258,Moussan,11258_2,2
2534,11262,Narbonne,11262_1,1
2535,11106,Coursan,11106_2,2
2536,11106,Coursan,11106_3,3
2537,11106,Coursan,11106_4,4
2538,11115,Cuxac-Cabardès,11115_1,1
2539,11262,Narbonne,11262_28,28
2540,11262,Narbonne,11262_3,3
2541,11262,Narbonne,11262_30,30
2542,11262,Narbonne,11262_31,31
2543,11262,Narbonne,11262_32,32
2544,11262,Narbonne,11262_11,11
2545,11262,Narbonne,11262_12,12
2546,11262,Narbonne,11262_13,13
2547,11262,Narbonne,11262_34,34
2548,11262,Narbonne,11262_38,38
2549,11262,Narbonne,11262_4,4
2550,11115,Cuxac-Cabardès,11115_2,2
2551,11266,Port-la-Nouvelle,11266_4,4
2552,11269,Ouveillan,11269_1,1
2553,11269,Ouveillan,11269_2,2
2554,11272,Palaja,11272_1,1
2555,11262,Narbonne,11262_14,14
2556,11262,Narbonne,11262_15,15
2557,11262,Narbonne,11262_16,16
2558,11262,Narbonne,11262_17,17
2559,11272,Palaja,11272_2,2
2560,11279,Pennautier,11279_1,1
2561,11279,Pennautier,11279_2,2
2562,11288,Pezens,11288_1,1
2563,11288,Pezens,11288_2,2
2564,11262,Narbonne,11262_5,5
2565,11262,Narbonne,11262_6,6
2566,11262,Narbonne,11262_7,7
2567,11262,Narbonne,11262_8,8
2568,11262,Narbonne,11262_9,9
2569,11266,Port-la-Nouvelle,11266_1,1
2570,11262,Narbonne,11262_18,18
2571,11266,Port-la-Nouvelle,11266_2,2
2572,11266,Port-la-Nouvelle,11266_3,3
2573,11370,Salles-d'Aude,11370_2,2
2574,11370,Salles-d'Aude,11370_3,3
2575,11304,Quillan,11304_1,1
2576,11304,Quillan,11304_2,2
2577,11304,Quillan,11304_3,3
2578,11304,Quillan,11304_4,4
2579,11262,Narbonne,11262_19,19
2580,11262,Narbonne,11262_20,20
2581,11379,Sigean,11379_1,1
2582,11379,Sigean,11379_2,2
2583,11379,Sigean,11379_3,3
2584,11379,Sigean,11379_4,4
2585,11262,Narbonne,11262_21,21
2586,11262,Narbonne,11262_24,24
2587,11360,Saint-Nazaire-d'Aude,11360_1,1
2588,11369,Sallèles-d'Aude,11369_1,1
2589,11369,Sallèles-d'Aude,11369_2,2
2590,11369,Sallèles-d'Aude,11369_3,3
2591,11262,Narbonne,11262_25,25
2592,11262,Narbonne,11262_26,26
2593,11379,Sigean,11379_5,5
2594,11397,Trèbes,11397_1,1
2595,11397,Trèbes,11397_2,2
2596,11397,Trèbes,11397_3,3
2598,11397,Trèbes,11397_5,5
2599,11425,Villegailhenc,11425_1,1
2600,11425,Villegailhenc,11425_2,2
2601,11429,Villemoustaussou,11429_1,1
2602,11370,Salles-d'Aude,11370_1,1
2610,11429,Villemoustaussou,11429_2,2
2611,11429,Villemoustaussou,11429_3,3
2612,11441,Vinassan,11441_1,1
2622,11441,Vinassan,11441_2,2
39824,11106,Coursan,11106_1,1
39829,11129,Espéraza,11129_2,2
39830,11170,Gruissan,11170_3,3
39837,11131,Val-du-Faby,11131_1,1
39838,11170,Gruissan,11170_2,2
39843,11069,Carcassonne,11069_11,11
39844,11188,La Palme,11188_2,2
39845,11170,Gruissan,11170_4,4
39846,11202,Leucate,11202_3,3
39848,11024,Bages,11024_2,2
39849,11049,Bram,11049_2,2
39850,11069,Carcassonne,11069_21,21
39851,11202,Leucate,11202_5,5
39852,11262,Narbonne,11262_2,2
39853,11069,Carcassonne,11069_30,30
39854,11069,Carcassonne,11069_36,36
39855,11262,Narbonne,11262_37,37
39856,11258,Moussan,11258_1,1
39860,11262,Narbonne,11262_10,10
39861,11360,Saint-Nazaire-d'Aude,11360_2,2
39862,11266,Port-la-Nouvelle,11266_5,5
39863,11262,Narbonne,11262_23,23
39864,11262,Narbonne,11262_33,33
39867,11262,Narbonne,11262_22,22
39868,11262,Narbonne,11262_29,29
39871,11262,Narbonne,11262_36,36
39873,11262,Narbonne,11262_35,35
39877,11397,Trèbes,11397_4,4
48159,11326,Rouffiac-des-Corbières,,1
48167,11245,Montgaillard,,1
51892,11057,Cahuzac,,1
53507,11014,Armissan,,1
54808,11168,Granès,,1
54848,11263,Nébias,,1
54849,11341,Saint-Ferriol,,1
54962,11112,Cubières-sur-Cinoble,,1
54964,11065,Camps-sur-l'Agly,,1
54966,11270,Padern,,1
54967,11276,Paziols,,1
54974,11035,Belvianes-et-Cavirac,,1
54976,11352,Saint-Louis-et-Parahou,,1
54992,11101,Coudons,,1
55253,11021,Axat,,1
55372,11320,Roquefeuil,,1
55373,11130,Espezel,,1
55377,11177,Joucou,,1
55378,11160,Galinagues,,1
55379,11096,Comus,,1
55380,11028,Belcaire,,1
55397,11031,Belfort-sur-Rebenty,,1
55401,11384,Soulatgé,,1
55402,11055,Bugarach,,1
55403,11123,Duilhac-sous-Peyrepertuse,,1
55404,11113,Cucugnan,,1
55405,11350,Saint-Just-et-le-Bézu,,1
55406,11066,Camurac,,1
55407,11347,Saint-Julia-de-Bec,,1
55409,11165,Ginoles,,1
55410,11306,Quirbajou,,1
55411,11036,Belvis,,1
55546,11098,Conilhac-Corbières,,1
55549,11111,Cruscades,,1
55550,11151,Fontiès-d'Aude,,1
55551,11277,Pécharic-et-le-Py,,1
55552,11153,La Force,,1
55553,11087,Cazalrenoux,,1
55555,11432,Villeneuve-lès-Montréal,,1
55556,11193,Lasserre-de-Prouille,,1
55557,11088,Cazilhac,,1
55558,11199,Lavalette,,1
55560,11072,La Cassaigne,,1
55671,11218,Marquein,,1
55675,11114,Cumiès,,1
55722,11018,Arzens,,1
55723,11136,Fanjeaux,,1
55724,11033,Belpech,,1
56110,11207,Loupia,,1
56111,11161,Gardie,,1
56125,11314,Rieux-en-Val,,1
56132,11378,Serviès-en-Val,,1
56133,11110,Coustouge,,1
56134,11016,Arquettes-en-Val,,1
56136,11185,Lagrasse,,1
56137,11040,Bizanet,,1
56138,11133,Fajac-en-Val,,1
56139,11311,Ribaute,,1
56140,11392,Tournissan,,1
56142,11351,Saint-Laurent-de-la-Cabrerisse,,1
56143,11390,Thézan-des-Corbières,,1
56144,11414,Villar-en-Val,,1
56145,11256,Montséret,,1
56146,11169,Greffeil,,1
56164,11197,Lauraguel,,1
56165,11141,Ferran,,1
56166,11274,Pauligne,,1
56168,11158,Gaja-et-Villedieu,,1
56169,11257,Monze,,1
56170,11293,Pomas,,1
56171,11388,Termes,,1
56172,11090,Cépie,,1
56180,11348,Saint-Julien-de-Briola,,1
56182,11184,Lafage,,1
56185,11242,Montclar,,1
56187,11058,Cailhau,,1
56188,11228,Mazerolles-du-Razès,,1
56189,11053,Brugairolles,,1
56190,11108,La Courtète,,1
56191,11417,Villarzel-du-Razès,,1
56193,11139,Fenouillet-du-Razès,,1
56194,11095,Comigne,,1
56195,11173,Hounoux,,1
56196,11183,Ladern-sur-Lauquet,,1
56197,11121,Donazac,,1
56198,11128,Escueillens-et-Saint-Just-de-Bélengard,,1
56199,11032,Bellegarde-du-Razès,,1
56200,11186,Lairière,,1
56201,11247,Monthaut,,1
56202,11285,Peyriac-de-Mer,,1
56203,11289,Pieusse,,1
56204,11204,Lignairolles,,1
56205,11375,Seignalens,,1
56207,11355,Saint-Martin-de-Villereglan,,1
56209,11216,Malviès,,1
56212,11409,Vignevieille,,1
56213,11004,Alaigne,,1
56214,11328,Routier,,1
56215,11261,Moux,,1
56235,11268,Orsans,,1
56236,11148,Fontcouverte,,1
56237,11343,Saint-Gaudéric,,1
56238,11291,Plavilla,,1
56239,11027,Barbaira,,1
56240,11255,Montredon-des-Corbières,,1
56241,11068,Capendu,,1
56242,11085,Cavanac,,1
56243,11227,Mayronnes,,1
56244,11327,Roullens,,1
56245,11146,Floure,,1
56246,11248,Montirat,,1
56247,11354,Saint-Martin-des-Puits,,1
56248,11267,Ornaisons,,1
56249,11210,Luc-sur-Orbieu,,1
56250,11064,Camplong-d'Aude,,1
56251,11299,Preixan,,1
56252,11423,Villefloure,,1
56253,11201,Leuc,,1
56254,11140,Ferrals-les-Corbières,,1
56255,11102,Couffoulens,,1
56258,11223,Mas-des-Cours,,1
56260,11048,Boutenac,,1
56284,11061,Cambieure,,1
56288,11167,Gramazie,,1
56291,11290,Plaigne,,1
56292,11005,Alairac,,1
56293,11059,Cailhavel,,1
56294,11312,Ribouisse,,1
56296,11419,Villautou,,1
56298,11408,Verzeille,,1
56299,11246,Montgradail,,1
56300,11034,Belvèze-du-Razès,,1
56301,11325,Rouffiac-d'Aude,,1
56338,11051,Brézilhac,,1
56506,11440,Villetritouls,,1
56508,11179,Labastide-en-Val,,1
56520,11332,Saint-André-de-Roquelongue,,1
56521,11344,Saint-Hilaire,,1
56570,11235,Missègre,,1
56581,11006,Albas,,1
56597,11083,Caunettes-en-Val,,1
56599,11187,Lanet,,1
56602,11260,Mouthoumet,,1
56612,11386,Talairan,,1
56613,11323,Roquetaillade-et-Conilhac,,1
56614,11412,Villardebelle,,1
56615,11406,Véraza,,1
56616,11389,Terroles,,1
56617,11374,Salza,,1
56618,11250,Montjoi,,1
56619,11094,Clermont-sur-Lauquet,,1
56620,11333,Saint-Benoît,,1
56622,11046,Bourigeole,,1
56623,11338,Saint-Couat-du-Razès,,1
56624,11045,Bouriège,,1
56625,11082,Caunette-sur-Lauquet,,1
56634,11029,Belcastel-et-Buc,,1
56635,11214,Malras,,1
56636,11420,Villebazy,,1
56637,11364,Saint-Polycarpe,,1
56639,11415,Villar-Saint-Anselme,,1
56640,11363,Saint-Pierre-des-Champs,,1
56641,11282,Peyrefitte-du-Razès,,1
56642,11039,La Bezole,,1
56643,11078,Castelreng,,1
56645,11107,Courtauly,,1
56646,11137,Félines-Termenès,,1
56647,11427,Villelongue-d'Aude,,1
56648,11436,Villesèque-des-Corbières,,1
56649,11294,Pomy,,1
56650,11003,Ajac,,1
56651,11394,Tourreilles,,1
56652,11295,Portel-des-Corbières,,1
56653,11119,La Digne-d'Amont,,1
56658,11387,Taurize,,1
56662,11400,Tréziers,,1
56663,11176,Jonquières,,1
56664,11435,Villerouge-Termenès,,1
56666,11120,La Digne-d'Aval,,1
56668,11211,Magrie,,1
56669,11105,Cournanel,,1
56671,11044,Bouisse,,1
56678,11322,Roquefort-des-Corbières,,1
56679,11383,Souilhe,,1
56680,11002,Airoux,,1
56683,11380,Sonnac-sur-l'Hers,,1
56684,11100,Corbières,,1
56685,11124,Durban-Corbières,,1
56686,11152,Fontjoncouse,,1
56691,11117,Davejean,,1
56695,11008,Alet-les-Bains,,1
56696,11091,Chalabre,,1
56697,11071,Cascastel-des-Corbières,,1
56699,11284,Peyrens,,1
57659,11178,Labastide-d'Anjou,,1
57834,11243,Montferrand,,1
57837,11367,Saissac,,1
57838,11428,Villemagne,,1
57839,11407,Verdun-en-Lauragais,,1
57840,11092,Citou,,1
57848,11396,Trausse,,1
57851,11154,Fournes-Cabardès,,1
57855,11174,Les Ilhes,,1
57861,11395,Trassanel,,1
57864,11361,Saint-Papoul,,1
57867,11411,Villanière,,1
57868,11194,Lastours,,1
57870,11156,Fraisse-Cabardès,,1
57874,11052,Brousses-et-Villaret,,1
57876,11339,Saint-Denis,,1
57877,11433,Villeneuve-Minervois,,1
57879,11413,Villardonnel,,1
57892,11313,Ricaud,,1
57893,11056,Cabrespine,,1
57896,11212,Mailhac,,1
57909,11041,Bize-Minervois,,1
57919,11253,Montolieu,,1
57920,11359,Saint-Michel-de-Lanès,,1
57922,11439,Villespy,,1
57923,11030,Belflou,,1
57924,11356,Saint-Martin-Lalande,,1
57927,11225,Mas-Saintes-Puelles,,1
57928,11238,Molleville,,1
57929,11192,Lasbordes,,1
57988,11190,La Redorte,,1
57994,11307,Raissac-d'Aude,,1
58040,11070,Carlipa,,1
58042,11089,Cenne-Monestiés,,1
58164,11026,Baraigne,,1
58166,11382,Souilhanels,,1
58167,11175,Issel,,1
58171,11166,Gourvieille,,1
58258,11205,Limousis,,1
58259,11368,Sallèles-Cabardès,,1
58260,11372,Salsigne,,1
59232,11208,La Louvière-Lauragais,,1
59238,11233,Mirepeisset,,1
59256,11405,Ventenac-en-Minervois,,1
59258,11324,Roubia,,1
59265,11013,Argens-Minervois,,1
59266,11410,Villalier,,1
59503,11077,Castelnau-d'Aude,,1
59505,11042,Blomac,,1
59510,11220,Marseillette,,1
59583,11393,Tourouzelle,,1
59624,11421,Villedaigne,,1
59627,11241,Montbrun-des-Corbières,,1
59630,11060,Cailla,,1
59685,11280,Pépieux,,1
59739,11011,Aragon,,1
59803,11358,Saint-Martin-Lys,,1
59842,11302,Puilaurens,,1
59843,11219,Marsa,,1
59844,11296,Pouzols-Minervois,,1
59845,11371,Salles-sur-l'Hers,,1
59848,11366,Sainte-Valière,,1
59849,11273,Paraza,,1
59851,11239,Montauriol,,1
59852,11404,Ventenac-Cabardès,,1
59853,11259,Moussoulens,,1
59854,11134,Fajac-la-Relenque,,1
59855,11357,Saint-Martin-le-Vieil,,1
59856,11308,Raissac-sur-Lampy,,1
59857,11334,Sainte-Camelle,,1
59859,11275,Payra-sur-l'Hers,,1
59860,11025,Bagnoles,,1
59861,11426,Villegly,,1
59862,11416,Villarzel-Cabardès,,1
59864,11234,Mireval-Lauragais,,1
59867,11138,Fendeille,,1
59868,11195,Laurabuc,,1
59870,11315,Rieux-Minervois,,
59872,11286,Peyriac-Minervois,,1
